,Person,Institut
1000,Siouti < Irini <  < Dr.,Cornelia Goethe Centrum für Frauenstudien und die Erforschung der Geschlechterverhältnisse (CGC)
1001,Soemer < Katharina <  < MA,Institut für Soziologie
1002,Sombetzki < Christian <  < ,Institut für Soziologie
1003,Sperneac-Wolfer < Christian <  < ,Institut für Soziologie
1004,Speyer < Johanna <  < ,Institut für Politikwissenschaft
1005,Sprang < Timo <  < ,Institut für Politikwissenschaft
1006,Stenger < Maike <  < ,Institut für Soziologie
1007,Stövsand < Lars Christopher <  < ,Institut für Soziologie
1008, <  <  < ,Bitte manuell einfügen
1009,Thiebaud < Charles <  < ,Institut für Soziologie
1010,Thompson < Vanessa <  < Dr.,Institut für Soziologie
1011,Tokhi < Alexandros < Dr. < ,Institut für Politikwissenschaft
1012,Tosold < Léa < Dr. < ,Institut für Soziologie
1013,Tretmans < Melina <  < ,Institut für Politikwissenschaft
1014,Trischler < Ronja < Dr. < ,Institut für Soziologie
1015, <  <  < ,Bitte manuell einfügen
1016,Tutzer < Mirjam <  < Mag.a,Bitte manuell einfügen
1017,Ulrich < Amadeus <  < Dr. des.,Institut für Politikwissenschaft
1018,Verschuer < Franziska <  < ,Institut für Soziologie
1019,Vlach < Eleonora <  < Ph.D.,Institut für Soziologie
1020,Volg < Iris <  < M.A.,Institut für Soziologie
1021,von Dömming < Eric <  < ,Exzellenzcluster
1022,Wessel < Lisa <  < ,Institut für Soziologie
1023,Wezel < Florian <  < ,Institut für Politikwissenschaft
1024,Wingerter < Luisa <  < ,Institut für Soziologie
1025,Witt < Antonia < Dr. < ,Institut für Politikwissenschaft
1026,Wurm < Iris < Dr. < ,Institut für Politikwissenschaft
1027,Zeller < Christian <  < Dipl.-Soz.,Institut für Soziologie
1028,Ziefle < Andrea < Dr. < Akad. Rätin,Institut für Soziologie
1029,Zimmermann < Thomas < Dr. < ,Institut für Soziologie
1030,Zmerli (ehemalige Mitarbeiterin) < Sonja < Dr. < ,Institut für Soziologie
1031,Abb < Pascal < Dr. < ,Bitte manuell einfügen
1032,Abstein < Sebastian <  < ,Institut für Politikwissenschaft
1033,Akalin < Fehmi < Dr. < ,Bitte manuell einfügen
1034,Althoff < Malte < Dr. < ,Institut für Soziologie
1035,Aydin < Safiyye <  < ,Institut für Soziologie
1036,Baldus < Jana <  < ,Institut für Politikwissenschaft
1037,Barrios Sabogal < Laura Camila <  < ,Institut für Politikwissenschaft
1038,Basu < Chandni <  < ,Institut für Soziologie
1039,Becker < Michael <  < ,Institut für Soziologie
1040,Bender < Saskia-Fee <  < ,Büro für Chancengerechtigkeit
1041,Benzel < Susanne < Dr. < ,Institut für Soziologie
1042,Berfelde < Rabea <  < ,Institut für Soziologie
1043,Biebricher < Thomas < Prof. Dr. < ,Institut für Politikwissenschaft
1044,Birchinger < Sophia <  < ,Institut für Politikwissenschaft
1045,Blüml < Marc <  < B.A.,Institut für Soziologie
1046,Blunt < Kelly <  < ,Institut für Soziologie
1047,Brater < Emily <  < ,Institut für Soziologie
1048,Braunstein < Dirk <  < ,Institut für Soziologie
1049,Busch < Katarina <  < ,Institut für Soziologie
1050,Büttner < Melissa <  < ,Institut für Soziologie
1051,Caceda Adrianzen < Julio <  < M.A.,Institut für Politikwissenschaft
1052,Cárdenas Tomažič < Ana < Prof'in. Dr. < ,Institut für Soziologie
1053,Casagrande < Thomas < Dr. < ,Institut für Soziologie
1054,Céspedes Giménez < María Eugenia <  < M.A.,Institut für Soziologie
1055,Chang < Subin <  < M.A.,Institut für Soziologie
1056,Donham < Kelley <  < ,Institut für Soziologie
1057,Düben < Björn Alexander < Dr. < ,Institut für Politikwissenschaft
1058,Dulin < Konstantin <  < ,Institut für Politikwissenschaft
1059,Dupont < Julia <  < ,Institut für Politikwissenschaft
1060, <  <  < ,Bitte manuell einfügen
1061,Eibisch < Jonathan <  < ,Bitte manuell einfügen
1062,Engelmann < Christina <  < ,Institut für Soziologie
1063,Ferl < Anna-Katharina <  < ,Institut für Politikwissenschaft
1064,Fleischmann < Eva < Dr. < ,Institut für Soziologie
1065,Gabriel < Lisa <  < ,Institut für Soziologie
1066, <  <  < ,Bitte manuell einfügen
1067,Goerdten < Hans <  < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1068,Goldbach < Valentin Georg Heinrich Dietrich Tassilo <  < ,Bitte manuell einfügen
1069,Gotschy < Catherine <  < ,Bitte manuell einfügen
1070,Gromes < Thorsten < Dr. < ,Bitte manuell einfügen
1071,Gutjahr < Clara <  < ,Institut für Soziologie
1072,Hack < Regina <  < M.A.,Exzellenzcluster
1073,Hammer < Daniel <  < ,Institut für Politikwissenschaft
1074,Hansen < Lina <  < ,Institut für Soziologie
1075,Hänssig < Andreas <  < ,Bitte manuell einfügen
1076,Hartmann < Viona <  < ,Graduiertenkollegs
1077,Hartnoll < Louis Cosmo <  < ,Bitte manuell einfügen
1078,Heilgendorff < Franz <  < ,Bitte manuell einfügen
1079,Heinemann < Torsten < Dr. < ,Institut für Soziologie
1080,Heinze < Tobias <  < M.A.,Institut für Soziologie
1081,Herbertz < Charlotte <  < ,Institut für Soziologie
1082,Herbold < Tim <  < ,Institut für Soziologie
1083,Herr < Lukas D. < Dr. < ,Institut für Politikwissenschaft
1084,Herrschaft < Felicia < Dr. < ,Institut für Soziologie
1085, <  <  < ,Bitte manuell einfügen
1086,Hofferberth < Matthias <  < Dr.,Institut für Politikwissenschaft
1087,Hoffmann < Maja <  < ,Institut für Soziologie
1088,Hotak < Nematullah <  < ,Institut für Politikwissenschaft
1089,Huang < Ting <  < M.A.,Institut für Politikwissenschaft
1090,Jahn < Egbert < Prof. Dr. < ,Universität des 3. Lebensalters e.V. (U3L)
1091,Jung < Stefan <  < ,Institut für Politikwissenschaft
1092,Jungblut < Jens <  < Prof. Dr.,Institut für Politikwissenschaft
1093,Junk < Julian < Dr. < ,Institut für Politikwissenschaft
1094,Kaiser < Rubén <  < ,Institut für Soziologie
1095,Kämper < Felix <  < MA,Institut für Politikwissenschaft
1096,Kapfinger < Emanuel <  < ,Bitte manuell einfügen
1097,Keiner < Alexandra <  < M.A.,Bitte manuell einfügen
1098,Kern < Alexander <  < ,Institut für Soziologie
1099,Kizilok < Fatma Nur <  < ,Institut für Soziologie
1100,Kleitsch < Isabel <  < ,Institut für Politikwissenschaft
1101,Knöll < Vanessa <  < ,Starker Start ins Studium: Qualitätspakt Lehre
1102,Koch < Bernhard < Dr. < ,Institut für Philosophie
1103,Kocyba < Hermann < Dr. < ,Institut für Soziologie
1104,Kohler < Christina < Dr. < ,Bitte manuell einfügen
1105,Kostan < Anastassija <  < ,Institut für Soziologie
1106,Kostimpas < Dimitra <  < ,Bitte manuell einfügen
1107,Kött < Marius <  < ,Institut für Soziologie
1108,Kramm < Johanna < Dr. < ,Institut für Soziologie
1109,Kubbig < Bernd W. < Priv. Doz. Dr. < ,Bitte manuell einfügen
1110,Kuehl < Alexander <  < ,Institut für Politikwissenschaft
1111,Kugelmeier López < Alba María <  < ,Institut für Soziologie
1112,Kühl < Nils <  < ,Institut für Soziologie
1113,Larsen < Christa <  < Dr.,Research Support
1114,Lenz < Felix < Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
1115,Lesch < Max <  < M.A.,Institut für Politikwissenschaft
1116,Löffler < Marlen <  < ,Institut für Soziologie
1117,Maeße < Jens < Dr. < ,Institut für Soziologie
1118,Marz < Lasse <  < M.A.,Institut für Soziologie
1119,Milstein < Brian < Dr. < ,Exzellenzcluster
1120,Möller < André <  < ,Institut für Soziologie
1121,Mullis < Daniel < Dr. < ,Institut für Humangeographie
1122,Okite < Chinedu Kelechi <  < M.A.,Institut für Politikwissenschaft
1123,Ostern < Anna Rosa <  < M.A.,Institut für Soziologie
1124,Özden < Önder < Dr. < ,Institut für Politikwissenschaft
1125,Patiño Lang < Cat* <  < M.A.,Institut für Soziologie
1126,Peters < Dirk < Dr. < ,Institut für Politikwissenschaft
1127,Pfeifer < Lisa <  < M. Sc.,Bitte manuell einfügen
1128,Pitasse Fragoso < Katarina < Dr. < ,Institut für Politikwissenschaft
1129,Ploder < Andrea <  < ,Bitte manuell einfügen
1130,Podvorna < Olena < Dr. < ,Institut für Politikwissenschaft
1131,Polianskii < Mikhail <  < M.A.,Institut für Politikwissenschaft
1132,Quensel < Bernhard K. < Dr. < ,Bitte manuell einfügen
1133,Radl Philipp < Rita < Univ.-Prof'in Dr. < ,Bitte manuell einfügen
1134,Rand < Sigrid <  < ,Institut für Humangeographie
1135,Reichardt < Lena <  < ,Institut für Soziologie
1136,Ripplinger < Martina <  < ,Starker Start ins Studium: Qualitätspakt Lehre
1137,Ross < William < Dr. < ,Institut für Soziologie
1138,Röß < Johannes <  < ,Bitte manuell einfügen
1139,Roumer < Aïda <  < ,Bitte manuell einfügen
1140,Ruvituso < Clara < Dr. < ,Institut für Soziologie
1141,Salhi < Mohamed <  < M.A.,Institut für Politikwissenschaft
1142,Sauer < Birgit < Prof'in. Dr. < ,Bitte manuell einfügen
1143,Schäfer < Lisa <  < ,Research Support
1144,Schäfer < Mario Niklas <  < ,Institut für Politikwissenschaft
1145,Schäfer < Stella <  < ,Institut für Soziologie
1146,Schidel < Regina <  < ,Institut für Politikwissenschaft
1147,Schierle < Paul <  < ,Bitte manuell einfügen
1148,Schiffler < Manuel < Dr. < ,Institut für Politikwissenschaft
1149,Schnieder < Laura Christiane <  < ,Institut für Soziologie
1150,Schoenlau < Justus < Dr. < ,Institut für Politikwissenschaft
1151,Schörnig < Niklas < Dr. < ,Institut für Politikwissenschaft
1152,Schucht < Lucas <  < M.A.,Institut für Soziologie
1153,Schwartze < Susanne <  < M.A.,Historisches Seminar
1154,Schwarz < Antje <  < M.A.,Institut für Soziologie
1155,Serafin < Marcin < Dr. < ,Bitte manuell einfügen
1156,Shah < Rahat <  < ,Bitte manuell einfügen
1157,Simon < Hendrik <  < ,Institut für Politikwissenschaft
1158,Sommer < Hannah <  < ,Institut für Soziologie
1159,Sontowski < Claudia <  < ,Institut für Soziologie
1160,Spanger < Hans-Joachim < Dr. < ,Institut für Politikwissenschaft
1161,Sparenborg < Lukas < Dr. < ,Institut für Politikwissenschaft
1162,Tauss < Aaron < Dr. < ,Institut für Soziologie
1163,Türkmen < Mahir <  < ,Institut für Soziologie
1164,van der Graaf < Anne < Dr. < ,Institut für Soziologie
1165,Völker < Carolin < Priv. Doz. Dr. < ,"Institut für Ökologie, Evolution und Diversität"
1166,von Franqué < Friederike < Dr. < ,Institut für Soziologie
1167,Wang < Yijie <  < M.A.,Institut für Politikwissenschaft
1168,Wehling < Peter < Dr. < PD,Institut für Soziologie
1169,Weidemann < Askan <  < ,Institut für Politikwissenschaft
1170, <  <  < ,Bitte manuell einfügen
1171,Weipert-Fenner < Irene < Dr. < ,Institut für Politikwissenschaft
1172,Weißert-Hartmann < Cora <  < M.A.,Institut für Soziologie
1173,Wilhelm < Benjamin < Dr. < ,Institut für Soziologie
1174,Winkler < Stephanie <  < ,Institut für Politikwissenschaft
1175,Winter (FB 03) < Sebastian < Dr. < ,Bitte manuell einfügen
1176,Witte < Nils < Dr. < ,Institut für Soziologie
1177,Wolde < Anja < Dr. < ,Cornelia Goethe Centrum für Frauenstudien und die Erforschung der Geschlechterverhältnisse (CGC)
1178,Wutzke < Dennis < Dr. < ,Bitte manuell einfügen
1179,Zahn < Angelika <  < M.A.,Institut für Soziologie
1180,Benesch < Theodora <  < ,Institut für Soziologie
1181,Bernstein < Pia <  < ,Institut für Soziologie
1182,Bondarenko < Ekaterina <  < ,Bitte manuell einfügen
1183,Cho < Sanghyun <  < ,Institut für Soziologie
1184,Cirino < Miriam <  < ,Bitte manuell einfügen
1185,Geyer < Anna <  < ,Institut für Soziologie
1186,Goldschmidt < Tom <  < ,Institut für Soziologie
1187,Hannes < Fabian <  < ,Institut für Soziologie
1188,Keller < Tim <  < ,Institut für Soziologie
1189,Kempf < Kai <  < ,Institut für Soziologie
1190,Mohamed < Dina <  < ,Bitte manuell einfügen
1191,Morét < Julian <  < ,Bitte manuell einfügen
1192,Rauschenplatt < Fabienne <  < ,Bitte manuell einfügen
1193,Reithinger < Emil <  < ,Institut für Soziologie
1194,Schäfer < Anne <  < ,Institut für Soziologie
1195,schmidt < ali <  < ,Bitte manuell einfügen
1196,Schröder < Walter Matthias <  < ,Institut für Soziologie
1197,Sevenich < Arne <  < ,Institut für Soziologie
1198,Taylor < Lewis <  < ,Institut für Soziologie
1199,Tutor*innen < x <  < ,Institut für Soziologie
1200,Vornwald < Summer <  < ,Institut für Soziologie
1201,Yalcin < Newal Dicle <  < ,Bitte manuell einfügen
1202,Akyüz < Latife < Dr. < ,Institut für Soziologie
1203,Cesarano < Francesca <  < ,Institut für Politikwissenschaft
1204,Daiger von Gleichen < Rosa < Dr. < ,Institut für Soziologie
1205,Kuhn < Katharina <  < ,Institut für Politikwissenschaft
1206,Frick-Trzebitzky < Fanny < Dr. < ,Institut für Soziologie
1207,Laloi < Arne <  < M.A.,Institut für Soziologie
1208,Omidvar < Ratna <  < Gastdozentin an der Alfred-Grosser-Gastprofessur,Institut für Politikwissenschaft
1209,Reinhold < Anke < Dr. < ,Dekanat FB 03
1210,Scholz < Ulrich <  < ,Institut für Soziologie
1211,Simon < Alexander <  < ,Dekanat FB 03
1212,TU Darmstadt < Lehrende <  < ,Bitte manuell einfügen
1213,Zahn < Angelika <  < M.A.,Institut für Soziologie
1214,Allert < Tilman < Univ.-Prof. Dr. < ,Institut für Soziologie
1215,Brede < Karola < Apl. Prof. Dr. < ,Institut für Soziologie
1216,Hedtke < Reinhold < Prof. Dr. < ,Institut für Politikwissenschaft
1217,Anlauft < Anna <  < ,Institut für Soziologie
1218,Ballangé < Aliénor < Dr. < ,Institut für Politikwissenschaft
1219,Coni-Zimmer < Melanie < Dr. < ,Institut für Politikwissenschaft
1220,D'Avis < Annika <  < ,Institut für Politikwissenschaft
1221,Dionisius < Sarah <  < ,Cornelia Goethe Centrum für Frauenstudien und die Erforschung der Geschlechterverhältnisse (CGC)
1222,Fitsch < Hannah < Dr. < ,Institut für Soziologie
1223,Gutiérrez-Rodríguez < Encarnación < Univ.-Prof'in Dr. < ,Institut für Soziologie
1224,Hilscher < Annette < Dr. < ,Institut für Soziologie
1225,Hunter < Leonie <  < ,Institut für Politikwissenschaft
1226,Karaboga < Murat <  < ,Bitte manuell einfügen
1227,Khoudja < Yassine < Dr. < ,Institut für Soziologie
1228,Lafuente Funes < Sara < Dr. < ,Institut für Soziologie
1229,Leszczensky < Lars < Prof. Dr. < ,Institut für Soziologie
1230,Liburkina < Ruzana < Dr. < ,Institut für Soziologie
1231,Meier < Lars < Prof. Dr. < ,Institut für Soziologie
1232,Nitsche < Natalie <  < Ph.D.,Institut für Soziologie
1233,Racles < Andreea < Dr. < ,Institut für Soziologie
1234,Schumann < Diane <  < ,Institut für Politikwissenschaft
1235, <  <  < ,Bitte manuell einfügen
1236,Vilar < Marcio < Dr. < ,Institut für Soziologie
1237,Yildirim < Destina <  < M.A.,Institut für Soziologie
1238,Andresen < Sabine < Prof. Dr. Dr. h.c. < phil.,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1239,Asbrand < Barbara < Univ.-Prof'in Dr. < ,Institut für Pädagogik der Sekundarstufe (WE III)
1240,Behr < Harry Harun < Univ.-Prof. Dr. < ,Institut für Pädagogik der Sekundarstufe (WE III)
1241,Beißert < Hanna < Univ.-Prof'in Dr.Dr < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1242,Elven < Julia < Univ.-Prof'in Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1243,Engel < Nicolas < Prof. Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1244,Engel < Juliane < Prof'in. Dr. < ,Institut für Pädagogik der Sekundarstufe (WE III)
1245,Fingerle < Michael < Univ.-Prof. Dr. < ,Institut für Sonderpädagogik (WE IV)
1246,Grabensteiner < Caroline < Prof'in. Dr. < ,Institut für Pädagogik der Sekundarstufe (WE III)
1247,Hardy < Ilonca < Prof'in. Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1248,Henke < Vanessa < Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1249,Hof < Christiane < Univ.-Prof'in Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1250,Hummrich < Merle < Prof'in. Dr. < ,Institut für Pädagogik der Sekundarstufe (WE III)
1251,Katzenbach < Dieter < Univ.-Prof. Dr. < ,Institut für Sonderpädagogik (WE IV)
1252,Kleiner < Bettina < Univ.-Prof'in Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1253,Klieme < Eckhard < Univ.-Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1254,Kucharz (pensioniert) < Diemut < Prof'in. Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1255,Machold < Claudia < Prof'in. Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1256,Meseth < Wolfgang < Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1257,Moser < Vera < Prof'in. Dr. < ,Institut für Sonderpädagogik (WE IV)
1258,Nittel < Dieter < Univ.-Prof. Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1259,Oswald < Frank < Univ.-Prof. Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1260,Putjata < Galina < Prof'in. Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1261,Silkenbeumer < Mirja < Prof'in. Dr. < ,Institut für Sonderpädagogik (WE IV)
1262,Thompson < Christiane < Prof'in. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1263,Urban < Michael < Prof. Dr. < ,Institut für Sonderpädagogik (WE IV)
1264,Walther < Andreas < Univ.-Prof. Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1265,Tippelt < Rudolf < Univ.-Prof. Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1266,Rauch < Dominique < Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1267,Haider < Michael < Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1268,Magyar-Haas < Veronika < Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1269, <  <  < ,Bitte manuell einfügen
1270,Trescher < Hendrik <  < Priv. Doz. Dr. phil.,Institut für Sonderpädagogik (WE IV)
1271,Beck < Gertrud < Univ.-Prof. Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1272,Becker < Egon < Univ.-Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1273,Cremer-Schäfer < Helga < Univ.-Prof'in Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1274, <  <  < ,Bitte manuell einfügen
1275,Dias < Patrick V. < Univ.-Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1276, <  <  < ,Bitte manuell einfügen
1277,Kade < Jochen < Prof. Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1278,Kallert < Heide < Univ.-Prof'in Dr. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1279,Meier < Richard < Univ.-Prof. Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
1280,Radtke < Frank-Olaf < Univ.-Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1281,Rang < Brita < Univ.-Prof'in Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1282, <  <  < ,Bitte manuell einfügen
1283,Zander < Hartwig < Univ.-Prof. Dr. < ,Institut für Pädagogik der Sekundarstufe (WE III)
1284,Zenz < Gisela < Prof. Dr. Dr. h.c. < ,Institut für Sozialpädagogik und Erwachsenenbildung (WE V)
1285,Phoenix < Ann < Prof'in. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1286,Salmerón < Ladislao < Prof. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1287,Dudek < Peter < Apl. Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
1288,Ortmeyer < Benjamin < Apl. Prof. Dr. < ,Institut für Allgemeine Erziehungswissenschaft (WE I)
